,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,Ecology_2_bin,Ecology_3_bin,Shops_2_bin,DistrictSize,IsDistrictLarge,MedPriceByDistrict
18,58,2.0,47.524667106621415,29.072560930035955,6.0,4,9.0,1969.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,170405.92695920749,1,1,1,146,1,169246.115943342
19,58,2.0,65.30982969009679,32.20642999342815,6.0,15,17.0,1977.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,166809.66564165187,1,1,1,146,1,169246.115943342
20,58,2.0,38.25695468345707,26.49962845318109,7.0,9,9.0,1964.0,0.31019913,B,B,11,2748,1,990.0,0,0,B,147247.874311221,1,1,1,146,1,169246.115943342
21,58,2.0,67.88864429212353,39.823438015241976,6.0,8,12.0,1977.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,158618.47681185594,1,1,1,146,1,169246.115943342
22,58,2.0,52.02200313749415,33.49690732669637,9.0,8,12.0,1965.0,0.050755569,B,B,24,5469,1,145.0,0,1,B,180577.9099477551,1,1,1,146,1,169246.115943342
23,58,2.0,63.46683016873777,61.50923666348192,6.0,13,13.0,2017.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,198191.74428772333,1,1,1,146,1,169246.115943342
24,58,2.0,55.493315655458034,31.84166892789635,7.0,6,9.0,1969.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,150538.91099337992,1,1,1,146,1,169246.115943342
25,58,2.0,65.81850588269664,32.20642999342815,10.0,10,17.0,1977.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,165908.6820551602,1,1,1,146,1,169246.115943342
26,58,2.0,48.392250053144075,26.112323553784233,7.0,11,17.0,2009.0,0.31019913,B,B,11,2748,1,990.0,0,0,B,180491.79627912288,1,1,1,146,1,169246.115943342
27,58,2.0,55.40962930960663,32.79099115449688,8.0,8,10.0,2001.0,0.31019913,B,B,11,2748,1,990.0,0,0,B,189043.32628254246,1,1,1,146,1,169246.115943342
28,58,2.0,46.78585935595022,27.63718062965301,6.0,10,9.0,1969.0,0.050755569,B,B,24,5469,1,145.0,0,1,B,190875.91354442766,1,1,1,146,1,169246.115943342
29,58,2.0,80.82198831182146,78.4580635345727,6.0,9,9.0,1977.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,162139.92877789974,1,1,1,146,1,169246.115943342
30,58,2.0,79.87648570989262,75.41784834959368,6.0,7,9.0,2015.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,155549.2736296753,1,1,1,146,1,169246.115943342
31,58,2.0,59.68976587801492,30.843831703855077,11.0,9,14.0,2004.0,0.31019913,B,B,11,2748,1,990.0,0,0,B,222609.38467009208,1,1,1,146,1,169246.115943342
32,58,2.0,57.07546788488089,32.20642999342815,9.0,10,14.0,2012.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,227080.74820707255,1,1,1,146,1,169246.115943342
33,58,2.0,48.739764486276634,31.762800714804712,6.0,3,12.0,1986.0,0.060753049,B,B,15,2787,2,520.0,0,7,B,185219.52884526094,1,1,1,146,1,169246.115943342
34,58,2.0,51.025726736745156,32.789128507853476,7.0,4,14.0,2005.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,187852.58758088152,1,1,1,146,1,169246.115943342
35,58,2.0,42.87525672638054,25.829775023740964,6.0,6,12.0,1970.0,0.307466659,B,A,30,5048,9,325.0,2,5,B,209133.66005494012,1,0,1,146,1,169246.115943342
36,58,2.0,61.7686833671635,60.47671988777192,6.0,3,3.0,2017.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,151557.90476693097,1,1,1,146,1,169246.115943342
37,58,2.0,68.1214928268852,68.76468283973415,6.0,2,4.0,2016.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,177948.1330010561,1,1,1,146,1,169246.115943342
38,58,2.0,59.923968710087145,27.532549452027425,12.0,10,9.0,2001.0,0.31019913,B,B,11,2748,1,990.0,0,0,B,228211.25089483074,1,1,1,146,1,169246.115943342
39,58,2.0,47.97780588137337,32.02948290741428,6.0,5,14.0,1968.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,162550.15731117668,1,1,1,146,1,169246.115943342
40,58,2.0,67.83357693086327,32.20642999342815,6.0,5,17.0,1977.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,180054.66877845785,1,1,1,146,1,169246.115943342
41,58,2.0,71.23140118906568,67.09564727334944,10.0,3,5.0,2017.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,179666.60233003774,1,1,1,146,1,169246.115943342
42,58,2.0,45.11860390530808,33.759011136626526,6.0,8,12.0,1968.0,0.050755569,B,B,24,5469,1,145.0,0,1,B,227361.50159509399,1,1,1,146,1,169246.115943342
43,58,2.0,56.836528759938595,30.26284067142637,11.0,14,12.0,2002.0,0.31019913,B,B,11,2748,1,990.0,0,0,B,203719.77811820628,1,1,1,146,1,169246.115943342
44,58,2.0,63.20151271107022,32.20642999342815,6.0,17,17.0,1977.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,202303.074312528,1,1,1,146,1,169246.115943342
45,58,2.0,41.1803535673621,23.268717303773407,6.0,11,12.0,1968.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,161374.72502505252,1,1,1,146,1,169246.115943342
46,58,2.0,69.30460142764599,65.85868907367073,10.0,6,17.0,1977.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,154478.30907079956,1,1,1,146,1,169246.115943342
47,58,2.0,69.84306731684549,32.20642999342815,6.0,2,3.0,1977.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,145337.7341838022,1,1,1,146,1,169246.115943342
48,58,2.0,54.471569080977744,33.54388293690263,7.0,4,9.0,1967.0,0.31019913,B,B,11,2748,1,990.0,0,0,B,160662.86579480828,1,1,1,146,1,169246.115943342
49,58,2.0,41.5833127145893,26.95266098895523,6.0,6,14.0,1971.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,154843.89720408487,1,1,1,146,1,169246.115943342
50,58,2.0,56.667701041383886,31.08152903203649,8.0,12,12.0,1979.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,185190.98447279973,1,1,1,146,1,169246.115943342
51,58,2.0,48.693338717279225,32.67657851019134,6.0,8,9.0,1968.0,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,160835.76340494736,1,1,1,146,1,169246.115943342
52,58,2.0,67.52105368676047,35.29354464917101,10.0,3,3.0,2017.0,0.43788524,B,B,23,5735,3,1084.0,0,5,B,164936.47480609769,1,1,1,146,1,169246.115943342
53,154,2.0,62.254113586402504,37.16037741888674,7.0,3,5.0,1960.0,0.460556389,B,B,20,4386,14,990.0,1,5,B,296021.2043771131,1,1,1,10,0,234421.45460149023
54,154,2.0,39.21986475699232,22.803626824925264,7.0,7,12.0,1970.0,0.460556389,B,B,20,4386,14,990.0,1,5,B,234421.45460149023,1,1,1,10,0,234421.45460149023
55,154,2.0,53.92360366174328,32.486776189197066,11.0,3,25.0,2003.0,0.460556389,B,B,20,4386,14,990.0,1,5,B,304877.0801928317,1,1,1,10,0,234421.45460149023
56,154,2.0,42.55929427774082,28.62067086394132,6.0,4,5.0,1963.0,0.460556389,B,B,20,4386,14,990.0,1,5,B,224947.6554971745,1,1,1,10,0,234421.45460149023
57,154,2.0,46.974425656150466,32.03553860351538,6.0,5,5.0,1962.0,0.460556389,B,B,20,4386,14,990.0,1,5,B,208710.91445638184,1,1,1,10,0,234421.45460149023
58,1,2.0,64.51143730838427,36.931288295314936,6.0,9,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,229102.7959994131,1,1,1,537,1,202944.33149664
59,1,2.0,65.02389875686265,36.931288295314936,6.0,10,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,197343.7979853104,1,1,1,537,1,202944.33149664
60,1,2.0,62.96990315347615,31.74561055395469,10.0,14,14.0,2014.0,0.007122317,B,B,1,264,0,990.0,0,1,B,92127.0617882676,1,1,1,537,1,202944.33149664
61,1,2.0,53.18796830353497,34.82049795088077,8.0,7,17.0,1990.0,0.025609157,B,B,33,5261,0,240.0,3,1,B,241419.59687217,1,1,1,537,1,202944.33149664
62,1,2.0,65.00927913436703,36.931288295314936,6.0,9,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,186403.4841889536,1,1,1,537,1,202944.33149664
63,1,2.0,55.2332130691251,36.931288295314936,6.0,13,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,184324.9008862336,1,1,1,537,1,202944.33149664
64,1,2.0,63.672610618053405,36.931288295314936,6.0,11,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,194510.14788951524,1,1,1,537,1,202944.33149664
65,1,2.0,64.2263608635554,35.91337299872035,8.0,12,17.0,2016.0,0.007122317,B,B,1,264,0,990.0,0,1,B,209569.7743990984,1,1,1,537,1,202944.33149664
66,1,2.0,79.52122105330591,10.0,6.0,5,1.0,2017.0,0.007122317,B,B,1,264,0,990.0,0,1,B,232726.62813693288,1,1,1,537,1,202944.33149664
67,1,2.0,67.7561253067878,36.931288295314936,6.0,15,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,202871.55141957555,1,1,1,537,1,202944.33149664
68,1,2.0,67.23376032341747,36.931288295314936,6.0,16,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,205150.2473231653,1,1,1,537,1,202944.33149664
69,1,2.0,64.06785407203407,65.08119257789156,6.0,12,24.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,219119.83843267022,1,1,1,537,1,202944.33149664
70,1,2.0,66.94578526718271,36.931288295314936,6.0,13,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,205290.15474739452,1,1,1,537,1,202944.33149664
71,1,2.0,56.45176813655506,36.931288295314936,6.0,14,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,182031.07776581185,1,1,1,537,1,202944.33149664
72,1,2.0,62.69005676977683,64.60293932680464,10.0,19,22.0,2018.0,0.007122317,B,B,1,264,0,990.0,0,1,B,203908.19269774613,1,1,1,537,1,202944.33149664
73,1,2.0,66.3498911773397,36.931288295314936,6.0,9,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,231218.64615787394,1,1,1,537,1,202944.33149664
74,1,2.0,65.22324588568385,36.931288295314936,6.0,2,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,197724.4371297783,1,1,1,537,1,202944.33149664
75,1,2.0,57.09263849172683,31.732407843519717,9.0,17,17.0,2012.0,0.007122317,B,B,1,264,0,990.0,0,1,B,175679.97654639735,1,1,1,537,1,202944.33149664
76,1,2.0,63.3240249081744,36.931288295314936,6.0,4,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,183809.3271139021,1,1,1,537,1,202944.33149664
77,1,2.0,63.121323850635655,62.673653283571994,6.0,24,24.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,158541.33648451636,1,1,1,537,1,202944.33149664
78,1,2.0,55.09867845847064,36.931288295314936,6.0,6,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,160688.71234787873,1,1,1,537,1,202944.33149664
79,1,2.0,62.65398924466346,36.931288295314936,6.0,22,24.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,210243.50585098934,1,1,1,537,1,202944.33149664
80,1,2.0,67.60045466783576,36.931288295314936,6.0,5,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,231354.9064873435,1,1,1,537,1,202944.33149664
81,1,2.0,53.371919268840934,36.931288295314936,6.0,8,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,186016.2148776121,1,1,1,537,1,202944.33149664
82,1,2.0,64.63081280404397,36.931288295314936,6.0,6,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,194953.28054478567,1,1,1,537,1,202944.33149664
83,1,2.0,66.91550117059461,36.931288295314936,6.0,3,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,204163.59016787008,1,1,1,537,1,202944.33149664
84,1,2.0,67.82586221263361,66.36819970245092,10.0,3,17.0,2015.0,0.007122317,B,B,1,264,0,990.0,0,1,B,228782.7801262822,1,1,1,537,1,202944.33149664
85,1,2.0,42.00604570550408,21.779287590651546,7.0,17,17.0,2014.0,0.007122317,B,B,1,264,0,990.0,0,1,B,78364.61670430844,1,1,1,537,1,202944.33149664
86,1,2.0,64.95757321280054,65.84768944075876,6.0,9,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,205626.86046176433,1,1,1,537,1,202944.33149664
87,1,2.0,62.80414004360102,36.931288295314936,6.0,12,24.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,213894.7557263049,1,1,1,537,1,202944.33149664
88,1,2.0,65.98237060351858,36.931288295314936,6.0,4,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,188059.5950764543,1,1,1,537,1,202944.33149664
89,1,2.0,65.28513335043107,36.931288295314936,6.0,6,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,187086.9027938381,1,1,1,537,1,202944.33149664
90,1,2.0,65.40697454676135,64.18933827876437,10.0,16,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,200961.50500543453,1,1,1,537,1,202944.33149664
91,1,2.0,63.35766279102143,34.79548414874547,12.0,2,17.0,2017.0,0.007122317,B,B,1,264,0,990.0,0,1,B,95400.49014995123,1,1,1,537,1,202944.33149664
92,1,2.0,64.38680517406996,36.931288295314936,6.0,10,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,202706.09023931363,1,1,1,537,1,202944.33149664
93,1,2.0,64.35964576280219,36.931288295314936,6.0,6,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,201553.2529287481,1,1,1,537,1,202944.33149664
94,1,2.0,57.4006883391228,33.23247919220855,9.0,17,17.0,2009.0,0.025609157,B,B,33,5261,0,240.0,3,1,B,211669.1883185007,1,1,1,537,1,202944.33149664
95,1,2.0,57.90907355065254,36.49974204827913,9.0,3,17.0,1988.0,0.025609157,B,B,33,5261,0,240.0,3,1,B,201063.12982512353,1,1,1,537,1,202944.33149664
96,1,2.0,63.04323736898782,36.931288295314936,10.0,18,17.0,2016.0,0.007122317,B,B,1,264,0,990.0,0,1,B,168828.23200880145,1,1,1,537,1,202944.33149664
97,1,2.0,58.575894059920884,32.82101333616012,10.0,9,17.0,1992.0,0.025609157,B,B,33,5261,0,240.0,3,1,B,208128.6585291297,1,1,1,537,1,202944.33149664
98,1,2.0,52.65217691063994,36.931288295314936,6.0,14,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,190205.81873130388,1,1,1,537,1,202944.33149664
99,1,2.0,64.13635581955882,62.63313096195918,6.0,16,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,197792.8781067581,1,1,1,537,1,202944.33149664
100,1,2.0,66.86848203196803,36.931288295314936,9.0,5,20.0,2019.0,0.007122317,B,B,1,264,0,990.0,0,1,B,200728.49627946282,1,1,1,537,1,202944.33149664
101,1,2.0,62.59130293603487,10.0,6.0,8,6.0,1977.0,0.075778755,B,B,6,1437,3,990.0,0,2,B,171878.67967713813,1,1,1,537,1,202944.33149664
102,1,2.0,65.0234203975025,64.09485706528706,6.0,15,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,178227.69378824424,1,1,1,537,1,202944.33149664
103,1,2.0,63.886164026405666,62.53289213929033,10.0,25,24.0,2017.0,0.007122317,B,B,1,264,0,990.0,0,1,B,218538.04823691602,1,1,1,537,1,202944.33149664
104,1,2.0,64.57154470482998,36.931288295314936,6.0,16,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,163498.9086544998,1,1,1,537,1,202944.33149664
105,1,2.0,40.860041038302974,22.484823125639142,7.0,4,9.0,1969.0,0.036270089,B,B,6,1318,1,200.0,1,1,B,139370.94116349908,1,1,1,537,1,202944.33149664
106,1,2.0,67.27760680674035,36.931288295314936,6.0,10,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,212577.94154880644,1,1,1,537,1,202944.33149664
107,1,2.0,65.82218828518782,54.148651958718574,9.0,3,9.0,2019.0,0.007122317,B,B,1,264,0,990.0,0,1,B,199316.88348470753,1,1,1,537,1,202944.33149664
108,1,2.0,67.75583463122534,63.18137926461392,9.0,8,17.0,2016.0,0.007122317,B,B,1,264,0,990.0,0,1,B,210234.09393184143,1,1,1,537,1,202944.33149664
109,1,2.0,61.734560637265304,36.931288295314936,6.0,8,7.0,2017.0,0.007122317,B,B,1,264,0,990.0,0,1,B,181580.02428659954,1,1,1,537,1,202944.33149664
110,1,2.0,64.9717851102846,36.931288295314936,10.0,19,24.0,2017.0,0.007122317,B,B,1,264,0,990.0,0,1,B,212894.5475998681,1,1,1,537,1,202944.33149664
111,1,2.0,63.55522917235734,36.931288295314936,6.0,9,20.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,204348.19562516303,1,1,1,537,1,202944.33149664
112,1,2.0,61.12303072263193,36.931288295314936,6.0,15,20.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,203425.98654397926,1,1,1,537,1,202944.33149664
113,1,2.0,66.03302185096129,66.31429337601345,12.0,3,16.0,2018.0,0.007122317,B,B,1,264,0,990.0,0,1,B,160398.80187592187,1,1,1,537,1,202944.33149664
114,1,2.0,66.15145986096162,36.931288295314936,6.0,18,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,245970.07724645425,1,1,1,537,1,202944.33149664
115,1,2.0,94.77999539361404,36.931288295314936,6.0,14,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,268779.33671998524,1,1,1,537,1,202944.33149664
116,1,2.0,54.48657185258941,52.73747051785421,9.0,15,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,178973.96905047965,1,1,1,537,1,202944.33149664
117,1,2.0,51.879448989164,35.248809320593594,9.0,9,12.0,1972.0,0.036270089,B,B,6,1318,1,200.0,1,1,B,146427.38771559115,1,1,1,537,1,202944.33149664
118,1,2.0,63.69067074921488,62.79899647483354,6.0,17,22.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,207971.98534406372,1,1,1,537,1,202944.33149664
119,1,2.0,66.56996163335843,66.24859994429548,6.0,7,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,200280.5689684376,1,1,1,537,1,202944.33149664
120,1,2.0,72.71844595022576,36.931288295314936,6.0,10,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,255873.31826716816,1,1,1,537,1,202944.33149664
121,1,2.0,52.01754520578873,36.931288295314936,6.0,2,17.0,2015.0,0.007122317,B,B,1,264,0,990.0,0,1,B,173984.47251995053,1,1,1,537,1,202944.33149664
122,1,2.0,65.87724405248689,36.931288295314936,6.0,6,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,204205.58218778012,1,1,1,537,1,202944.33149664
123,1,2.0,65.75008412238715,64.81291333375218,9.0,12,17.0,2014.0,0.007122317,B,B,1,264,0,990.0,0,1,B,181074.5117746668,1,1,1,537,1,202944.33149664
124,1,2.0,64.00232559672472,36.931288295314936,6.0,17,22.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,230668.92062260138,1,1,1,537,1,202944.33149664
125,1,2.0,55.63107344936735,36.60379960287883,9.0,14,17.0,1999.0,0.036270089,B,B,6,1318,1,200.0,1,1,B,162068.4479529986,1,1,1,537,1,202944.33149664
126,1,2.0,56.295317589545476,36.931288295314936,6.0,15,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,152732.15388795492,1,1,1,537,1,202944.33149664
127,1,2.0,61.39242924924668,62.426932380796956,10.0,3,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,200014.33614923392,1,1,1,537,1,202944.33149664
128,1,2.0,53.649232376741686,36.931288295314936,6.0,7,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,202944.33149664,1,1,1,537,1,202944.33149664
129,1,2.0,64.64901407560839,36.931288295314936,6.0,11,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,185842.1038589769,1,1,1,537,1,202944.33149664
130,1,2.0,52.930909817701036,55.160362115579176,6.0,9,17.0,2015.0,0.007122317,B,B,1,264,0,990.0,0,1,B,204979.8902881769,1,1,1,537,1,202944.33149664
131,1,2.0,63.02394148101894,36.931288295314936,10.0,7,17.0,2015.0,0.007122317,B,B,1,264,0,990.0,0,1,B,205601.7001210808,1,1,1,537,1,202944.33149664
132,1,2.0,53.5075897351351,36.931288295314936,6.0,5,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,159116.158914553,1,1,1,537,1,202944.33149664
133,1,2.0,66.50677696837232,36.931288295314936,6.0,8,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,199071.28613783926,1,1,1,537,1,202944.33149664
134,1,2.0,54.8578829113951,36.931288295314936,6.0,6,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,178762.42099345505,1,1,1,537,1,202944.33149664
135,1,2.0,70.81166416332944,36.931288295314936,6.0,4,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,220271.5079149895,1,1,1,537,1,202944.33149664
136,1,2.0,55.828424959508006,10.0,6.0,9,1.0,2019.0,0.007122317,B,B,1,264,0,990.0,0,1,B,183136.3404154786,1,1,1,537,1,202944.33149664
137,1,2.0,71.69989007428133,36.500100516018954,9.0,19,25.0,2011.0,0.025609157,B,B,33,5261,0,240.0,3,1,B,197197.40441382508,1,1,1,537,1,202944.33149664
138,1,2.0,53.25763848636062,36.931288295314936,6.0,10,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,163613.14202013114,1,1,1,537,1,202944.33149664
139,1,2.0,56.191152821640785,36.931288295314936,6.0,15,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,202078.6921510869,1,1,1,537,1,202944.33149664
140,1,2.0,55.33321364159534,36.931288295314936,6.0,14,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,158613.76456510546,1,1,1,537,1,202944.33149664
141,1,2.0,65.55987485579061,36.931288295314936,6.0,21,24.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,215912.55764187427,1,1,1,537,1,202944.33149664
142,1,2.0,46.07930982872516,28.382136671976472,6.0,2,5.0,1965.0,0.036270089,B,B,6,1318,1,200.0,1,1,B,130215.34390945865,1,1,1,537,1,202944.33149664
143,1,2.0,66.51590394022973,10.0,6.0,5,17.0,2018.0,0.007122317,B,B,1,264,0,990.0,0,1,B,231033.07119544657,1,1,1,537,1,202944.33149664
144,1,2.0,52.95166644091622,37.37756586251957,10.0,5,9.0,2018.0,0.007122317,B,B,1,264,0,990.0,0,1,B,198295.30122789997,1,1,1,537,1,202944.33149664
145,1,2.0,64.47535727726968,36.931288295314936,6.0,21,20.0,2018.0,0.007122317,B,B,1,264,0,990.0,0,1,B,197079.17785117586,1,1,1,537,1,202944.33149664
146,1,2.0,64.59520011806417,36.931288295314936,10.0,4,17.0,2015.0,0.007122317,B,B,1,264,0,990.0,0,1,B,203167.12574257728,1,1,1,537,1,202944.33149664
147,1,2.0,67.40405113163801,10.0,6.0,5,20.0,2015.0,0.007122317,B,B,1,264,0,990.0,0,1,B,259255.811276658,1,1,1,537,1,202944.33149664
148,1,2.0,65.29057652330171,36.931288295314936,6.0,10,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,202963.90807159824,1,1,1,537,1,202944.33149664
149,1,2.0,63.921697644810706,66.81797084695313,6.0,9,17.0,1977.0,0.007122317,B,B,1,264,0,990.0,0,1,B,206645.58262853386,1,1,1,537,1,202944.33149664
